,FFA_AA,FFA_AA,FFA_AA,FFA_BSA,FFA_BSA,FFA_BSA,FFA_LA,FFA_LA,FFA_LA,FFA_PA,FFA_PA,FFA_PA
,#10,#11,#12,#1,#2,#3,#7,#8,#9,#4,#5,#6
SM(d18:1/24:4),0.052306507,0.063404406,0.049309897,0.012480765,0.012770736,0.010644463,0.031598134,0.022185999,0.024541178,0.010934004,0.01253952,0.010641194
SM(d18:1/24:3),0.021517065,0.023153625,0.017865255,0.011826263,0.009687707,0.009249841,0.06277755,0.066771342,0.071373618,0.009797856,0.008005521,0.00626352
SM(d18:1/24:2),0.209364712,0.209767326,0.199077602,0.164686526,0.165023598,0.167002736,0.45632243,0.458481549,0.469545447,0.152449945,0.153832057,0.151779898
SM(d18:1/24:1),0.750602902,0.751972414,0.717790684,0.633863659,0.638897481,0.625484005,0.55369734,0.552943743,0.565676564,0.567322034,0.595660733,0.564129575
SM(d18:1/24:0),0.199057998,0.228805615,0.201739293,0.180108241,0.200733618,0.194023003,0.168003828,0.161536701,0.174090044,0.108620657,0.208040925,0.179490313
SM(d18:1/26:2),0.005483798,0.005612729,0.005633016,0.004005408,0.005251839,0.004893737,0.007300726,0.00595756,0.005373196,0.002474047,0.002763352,0.001939529
SM(d18:1/26:1),0.002204551,0.002782255,0.001283965,0.001557697,0.002153009,0.001974275,0.001001746,0.001879996,0.001157308,0.001166027,0.001117428,0.001332488
SM(d18:1/26:1),0.006720615,0.0081355,0.00849514,0.007684306,0.007878978,0.006632349,0.007333849,0.005565215,0.00656431,0.005264524,0.005409671,0.005216753
BMP(16:0/16:1),0.000338079,0.000786367,0.000193292,0.01675858,0.014700156,0.016856025,0.00066607,0,7.52E-05,0.132561211,0.216562301,0.130102882
BMP(16:1/18:2),0.002997658,0.002185115,0.003491573,0.010457285,0.010806747,0.01214431,0.01636189,0.018376434,0.013113579,0.004388859,0.006104957,0.004392336
BMP(16:1/22:6),0.003595494,0.001996708,0.001861538,0.018335949,0.016525491,0.02128798,0.006277755,0.010368583,0.005748946,0.012167034,0.016630721,0.001924166
BMP(16:0/22:6),0.02613605,0.025072794,0.024677136,0.038180273,0.012577465,0.041387108,0.044023573,0.062502167,0.036416297,0.181958123,0.418771944,0.159993225
BMP(18:1/20:4),0.055525873,0.079775046,0.13343234,0.094258833,0.023454436,0.054365743,0.030201518,0.037100119,0.020025213,0.118043883,0.132355659,0.017981938
BMP(18:1/20:1),0.010434594,0.01129783,0.012699478,0.041276498,0.030322928,0.042101185,0.005230064,0.005742477,0.008156222,0.018050992,0.014415485,0.026018539
BMP(18:5/22:4),0.003706262,0.002531155,0.005160594,0.004171568,0.002945909,0.00456891,0.000617219,0.000777478,0.000330717,0.00010775,0.000243803,0.000397803
BMP(20:4/20:4),0.837257141,0.520138471,0.75323822,0.002044791,0.028037136,0.03707152,0.240300956,0.378643679,0.170985369,0.001882479,0.00880828,0.005170485
BMP(18:1/22:6),0.02621816,0.019586131,0.02407059,0.369396032,0.322732645,0.379141052,0.050832812,0.116887831,0.136252332,0.190214329,0.153808505,0.270591662
BMP(18:1/22:5),0.003219828,0.003394563,0.003609308,0.004267989,0.000879762,0.029083353,0.012273968,0.016531257,0.000571994,0.001401967,0.040755154,0.002508923
BMP(18:1/22:4),0.013481766,0.007225942,0.013064879,0.011711142,0.011549566,0.016904441,0.005674008,0.008105717,0.002783282,0.054343558,0.017540834,0.004580257
BMP(42:11),2.74E-05,5.37E-05,0.000568337,0.001495262,0.002011382,0.002196903,0.000424498,0.001413311,1.91E-05,3.49E-05,8.44E-05,4.79E-05
BMP(20:4/22:6),0.166671917,0.112490736,0.187861555,0.014150897,0.012859438,0.017161546,0.120768297,0.012876427,0.156123999,0.003232044,0.006148274,0.002623538
BMP(20:3/22:6),0.004439233,0.002298072,0.004318096,0.009579653,0.011278106,0.010015611,0.014289179,0.019517365,0.02038277,0.000962576,8.62E-05,0.00160557
BMP(20:3/22:6),0.042170013,0.026594307,0.045160152,0.013749103,0.011683874,0.015251665,0.039085512,0.040242088,0.04727852,0.001718512,0.004495834,0.002187487
BMP(20:4/22:4),0.600622121,0.372587135,0.547096503,0.004797229,0.005237111,0.010096548,0.000184277,0.003366801,0.000912863,2.43E-05,0.001664689,1.98E-05
BMP(20:3/22:4),0.096458668,0.057877248,0.082669607,0.001448633,0.00276052,0.00216805,0.001176696,0.001917433,8.67E-06,0.000178555,0.001053808,0.000347032
BMP(20:2/22:4),0.08126494,0.058976046,0.094323232,0.092203287,0.063616836,0.047127296,0.051901629,0.058976192,0.070169169,0.033086369,0.035367001,0.044607601
BMP(22:6/22:6),0.009742782,0.006069151,0.011785548,0.103324932,0.092846395,0.129391285,0.038008509,0.048589799,0.026700932,0.032293743,0.078682564,0.022626408
BMP(22:5/22:6),0.002066393,0.001729069,0.003410408,0.008868559,0.002653318,0.005318611,0.006054673,0.00825275,0.003918556,0.004253687,0.009869652,0.004422317
BMP(22:4/22:6),0.059695054,0.039811819,0.067870361,0.009464023,0.009089381,0.010098241,0.005734078,0.007308031,0.004214275,0.002465764,0.002932553,0.001952342
BMP(22:4/22:5),0.001697657,0.002426711,0.003716536,0.000486226,0.000716508,0.000989187,0.000719215,0.00104943,4.62E-06,2.83E-05,0.000144602,8.72E-06
BMP(22:4/22:4),0.096861917,0.059103319,0.089745345,0.001732453,0.000600792,0.000244134,0.000523487,2.54E-05,1.85E-05,0.000359431,0.000632187,0.000490011
PC(16:0/0:0),0.024636268,0.031600625,0.04403086,0.020679103,0.028962319,0.021139756,0.026481928,0.021483482,0.01555633,0.292124964,0.253437743,0.27281067
PC(18:2/0:0),0.003182672,0.00449968,0.005682845,0.003206002,0.004391848,0.003375261,0.026626282,0.016352881,0.016735113,0.011754798,0.012095933,0.011898881
PC(18:1/0:0),0.007218834,0.009348887,0.011703267,0.007283544,0.012001529,0.00896781,0.006615432,0.007103527,0.006794248,0.011862544,0.011222225,0.013130237
PC(18:0/0:0),0.010057228,0.011847205,0.012083691,0.012344653,0.017389673,0.012121533,0.012481744,0.010897444,0.010090547,0.105870295,0.075017247,0.090228457
