CE(14:0)	LION:0000000
CL(18:0/20:3/22:0/26:1)	LION:0047029
CL(18:0/20:3/22:1/26:0)	LION:0047030
CL(18:0/20:3/24:0/24:1)	LION:0047031
CL(18:0/20:4/22:0/26:0)	LION:0047032
CL(18:0/20:4/24:0/24:0)	LION:0047033
CL(18:0/22:0/22:0/24:4)	LION:0047034
CL(18:0/22:0/22:1/24:3)	LION:0047035
CL(18:0/22:0/22:4/24:0)	LION:0047038
CL(18:0/22:1/22:1/24:2)	LION:0047039
CL(18:1/18:1/24:0/26:2)	LION:0047043
CL(18:1/18:1/24:1/26:1)	LION:0047044
CL(18:1/18:1/24:2/26:0)	LION:0047045
CL(18:1/18:2/24:0/26:1)	LION:0047046
CL(18:1/18:2/24:1/26:0)	LION:0047047
CL(18:1/18:3/24:0/26:0)	LION:0047048
CL(18:1/20:0/22:0/26:3)	LION:0047049
CL(18:1/20:0/22:1/26:2)	LION:0047050
CL(18:1/20:0/24:0/24:3)	LION:0047053
CL(18:1/20:0/24:1/24:2)	LION:0047054
CL(18:1/20:1/22:0/26:2)	LION:0047055
CL(18:1/20:1/22:1/26:1)	LION:0047056
CL(18:1/20:1/24:0/24:2)	LION:0047058
CL(18:1/20:1/24:1/24:1)	LION:0047059
CL(18:1/20:3/22:0/26:0)	LION:0047063
CL(18:1/20:3/24:0/24:0)	LION:0047064
CL(18:1/22:0/22:0/24:3)	LION:0047065
CL(18:1/22:0/22:1/24:2)	LION:0047066
CL(18:1/22:1/22:1/24:1)	LION:0047069
CL(18:2/18:2/24:0/26:0)	LION:0047071
CL(18:2/20:0/22:0/26:2)	LION:0047072
CL(18:2/20:0/22:1/26:1)	LION:0047073
CL(18:2/20:0/24:0/24:2)	LION:0047075
CL(18:2/20:0/24:1/24:1)	LION:0047076
CL(18:2/20:1/22:0/26:1)	LION:0047077
CL(18:2/20:1/22:1/26:0)	LION:0047078
CL(18:2/20:1/24:0/24:1)	LION:0047079
CL(18:2/22:0/22:0/24:2)	LION:0047082
CL(18:2/22:0/22:1/24:1)	LION:0047083
CL(18:2/22:1/22:1/24:0)	LION:0047085
CL(18:3/20:0/22:0/26:1)	LION:0047086
CL(18:3/20:0/22:1/26:0)	LION:0047087
CL(18:3/20:0/24:0/24:1)	LION:0047088
CL(18:3/20:1/22:0/26:0)	LION:0047089
CL(18:3/20:1/24:0/24:0)	LION:0047090
CL(18:3/22:0/22:0/24:1)	LION:0047091
CL(18:3/22:0/22:1/24:0)	LION:0047092
CL(20:0/20:0/20:0/26:4)	LION:0047093
CL(20:0/20:0/20:1/26:3)	LION:0047094
CL(20:0/20:0/20:3/26:1)	LION:0047096
CL(20:0/20:0/20:4/26:0)	LION:0047097
CL(20:0/20:0/22:0/24:4)	LION:0047098
CL(20:0/20:0/22:1/24:3)	LION:0047099
CL(20:0/20:0/22:4/24:0)	LION:0047102
CL(20:0/20:1/20:1/26:2)	LION:0047103
CL(20:0/20:1/20:3/26:0)	LION:0047105
CL(20:0/20:1/22:0/24:3)	LION:0047106
CL(20:0/20:1/22:1/24:2)	LION:0047107
CL(20:0/20:3/22:0/24:1)	LION:0047114
CL(20:0/20:3/22:1/24:0)	LION:0047115
CL(20:0/20:4/22:0/24:0)	LION:0047116
CL(20:0/22:0/22:0/22:4)	LION:0047117
CL(20:1/20:1/20:1/26:1)	LION:0047121
CL(20:1/20:1/22:0/24:2)	LION:0047123
CL(20:1/20:1/22:1/24:1)	LION:0047124
CL(20:1/20:3/22:0/24:0)	LION:0047128
CL(20:1/22:1/22:1/22:1)	LION:0047131
CL(20:3/22:0/22:0/22:1)	LION:0047135
CL(20:4/22:0/22:0/22:0)	LION:0047136
CL(14:0/20:0/26:0/26:5)	LION:0047161
CL(14:0/20:0/26:1/26:4)	LION:0047162
CL(14:0/20:0/26:2/26:3)	LION:0047163
CL(14:0/20:1/26:0/26:4)	LION:0047164
CL(14:0/20:1/26:1/26:3)	LION:0047165
CL(14:0/20:1/26:2/26:2)	LION:0047166
CL(14:0/20:3/26:0/26:2)	LION:0047169
CL(14:0/20:3/26:1/26:1)	LION:0047170
CL(14:0/20:4/26:0/26:1)	LION:0047171
CL(14:0/20:5/26:0/26:0)	LION:0047172
CL(14:0/22:0/24:0/26:5)	LION:0047173
CL(14:0/22:0/24:1/26:4)	LION:0047174
CL(14:0/22:0/24:2/26:3)	LION:0047175
CL(14:0/22:0/24:3/26:2)	LION:0047176
CL(14:0/22:0/24:4/26:1)	LION:0047177
CL(14:0/22:0/24:5/26:0)	LION:0047178
CL(14:0/22:1/24:0/26:4)	LION:0047179
CL(14:0/22:1/24:1/26:3)	LION:0047180
CL(14:0/22:1/24:2/26:2)	LION:0047181
CL(14:0/22:1/24:3/26:1)	LION:0047182
CL(14:0/22:1/24:4/26:0)	LION:0047183
CL(14:0/22:4/24:0/26:1)	LION:0047191
CL(14:0/22:4/24:1/26:0)	LION:0047192
CL(14:0/22:5/24:0/26:0)	LION:0047193
CL(14:0/24:0/24:0/24:5)	LION:0047194
CL(14:0/24:0/24:1/24:4)	LION:0047195
CL(14:0/24:0/24:2/24:3)	LION:0047196
CL(14:0/24:1/24:1/24:3)	LION:0047197
CL(14:0/24:1/24:2/24:2)	LION:0047198
CL(16:0/18:0/26:0/26:5)	LION:0047199
CL(16:0/18:0/26:1/26:4)	LION:0047200
CL(16:0/18:0/26:2/26:3)	LION:0047201
CL(16:0/18:1/26:0/26:4)	LION:0047202
CL(16:0/18:1/26:1/26:3)	LION:0047203
CL(16:0/18:1/26:2/26:2)	LION:0047204
CL(16:0/18:2/26:0/26:3)	LION:0047205
CL(16:0/18:2/26:1/26:2)	LION:0047206
CL(16:0/18:3/26:0/26:2)	LION:0047207
CL(16:0/18:3/26:1/26:1)	LION:0047208
CL(16:0/20:0/24:0/26:5)	LION:0047209
CL(16:0/20:0/24:1/26:4)	LION:0047210
CL(16:0/20:0/24:2/26:3)	LION:0047211
CL(16:0/20:0/24:3/26:2)	LION:0047212
CL(16:0/20:0/24:4/26:1)	LION:0047213
CL(16:0/20:0/24:5/26:0)	LION:0047214
CL(16:0/20:1/24:0/26:4)	LION:0047215
CL(16:0/20:1/24:1/26:3)	LION:0047216
CL(16:0/20:1/24:2/26:2)	LION:0047217
CL(16:0/20:1/24:3/26:1)	LION:0047218
CL(16:0/20:1/24:4/26:0)	LION:0047219
CL(16:0/20:3/24:0/26:2)	LION:0047224
CL(16:0/20:3/24:1/26:1)	LION:0047225
CL(16:0/20:3/24:2/26:0)	LION:0047226
CL(16:0/20:4/24:0/26:1)	LION:0047227
CL(16:0/20:4/24:1/26:0)	LION:0047228
CL(16:0/20:5/24:0/26:0)	LION:0047229
CL(16:0/22:0/22:0/26:5)	LION:0047230
CL(16:0/22:0/22:1/26:4)	LION:0047231
CL(16:0/22:0/22:4/26:1)	LION:0047234
CL(16:0/22:0/22:5/26:0)	LION:0047235
CL(16:0/22:0/24:0/24:5)	LION:0047236
CL(16:0/22:0/24:1/24:4)	LION:0047237
CL(16:0/22:0/24:2/24:3)	LION:0047238
CL(16:0/22:1/22:1/26:3)	LION:0047239
CL(16:0/22:1/22:4/26:0)	LION:0047242
CL(16:0/22:1/24:0/24:4)	LION:0047243
CL(16:0/22:1/24:1/24:3)	LION:0047244
CL(16:0/22:1/24:2/24:2)	LION:0047245
CL(16:0/22:4/24:0/24:1)	LION:0047252
CL(16:0/22:5/24:0/24:0)	LION:0047253
CL(16:1/18:0/26:0/26:4)	LION:0047254
CL(16:1/18:0/26:1/26:3)	LION:0047255
CL(16:1/18:0/26:2/26:2)	LION:0047256
CL(16:1/18:1/26:0/26:3)	LION:0047257
CL(16:1/18:1/26:1/26:2)	LION:0047258
CL(16:1/18:2/26:0/26:2)	LION:0047259
CL(16:1/18:2/26:1/26:1)	LION:0047260
CL(16:1/18:3/26:0/26:1)	LION:0047261
CL(16:1/20:0/24:0/26:4)	LION:0047262
CL(16:1/20:0/24:1/26:3)	LION:0047263
CL(16:1/20:0/24:2/26:2)	LION:0047264
CL(16:1/20:0/24:3/26:1)	LION:0047265
CL(16:1/20:0/24:4/26:0)	LION:0047266
CL(16:1/20:1/24:0/26:3)	LION:0047267
CL(16:1/20:1/24:1/26:2)	LION:0047268
CL(16:1/20:1/24:2/26:1)	LION:0047269
CL(16:1/20:1/24:3/26:0)	LION:0047270
CL(16:1/20:3/24:0/26:1)	LION:0047274
CL(16:1/20:3/24:1/26:0)	LION:0047275
CL(16:1/20:4/24:0/26:0)	LION:0047276
CL(16:1/22:0/22:0/26:4)	LION:0047277
CL(16:1/22:0/22:1/26:3)	LION:0047278
CL(16:1/22:0/22:4/26:0)	LION:0047281
CL(16:1/22:0/24:0/24:4)	LION:0047282
CL(16:1/22:0/24:1/24:3)	LION:0047283
CL(16:1/22:0/24:2/24:2)	LION:0047284
CL(16:1/22:1/22:1/26:2)	LION:0047285
CL(16:1/22:1/24:0/24:3)	LION:0047288
CL(16:1/22:1/24:1/24:2)	LION:0047289
CL(16:1/22:4/24:0/24:0)	LION:0047294
CL(18:0/18:0/24:0/26:5)	LION:0047295
CL(18:0/18:0/24:1/26:4)	LION:0047296
CL(18:0/18:0/24:2/26:3)	LION:0047297
CL(18:0/18:0/24:3/26:2)	LION:0047298
CL(18:0/18:0/24:4/26:1)	LION:0047299
CL(18:0/18:0/24:5/26:0)	LION:0047300
CL(18:0/18:1/24:0/26:4)	LION:0047301
CL(18:0/18:1/24:1/26:3)	LION:0047302
CL(18:0/18:1/24:2/26:2)	LION:0047303
CL(18:0/18:1/24:3/26:1)	LION:0047304
CL(18:0/18:1/24:4/26:0)	LION:0047305
CL(18:0/18:2/24:0/26:3)	LION:0047306
CL(18:0/18:2/24:1/26:2)	LION:0047307
CL(18:0/18:2/24:2/26:1)	LION:0047308
CL(18:0/18:2/24:3/26:0)	LION:0047309
CL(18:0/18:3/24:0/26:2)	LION:0047310
CL(18:0/18:3/24:1/26:1)	LION:0047311
CL(18:0/18:3/24:2/26:0)	LION:0047312
CL(18:0/20:0/22:0/26:5)	LION:0047313
CL(18:0/20:0/22:1/26:4)	LION:0047314
CL(18:0/20:0/22:4/26:1)	LION:0047317
CL(18:0/20:0/22:5/26:0)	LION:0047318
CL(18:0/20:0/24:0/24:5)	LION:0047319
CL(18:0/20:0/24:1/24:4)	LION:0047320
CL(18:0/20:0/24:2/24:3)	LION:0047321
CL(18:0/20:1/22:0/26:4)	LION:0047322
CL(18:0/20:1/22:1/26:3)	LION:0047323
CL(18:0/20:1/22:4/26:0)	LION:0047326
CL(18:0/20:1/24:0/24:4)	LION:0047327
CL(18:0/20:1/24:1/24:3)	LION:0047328
CL(18:0/20:1/24:2/24:2)	LION:0047329
CL(18:0/20:3/22:0/26:2)	LION:0047336
CL(18:0/20:3/22:1/26:1)	LION:0047337
CL(18:0/20:3/24:0/24:2)	LION:0047339
CL(18:0/20:3/24:1/24:1)	LION:0047340
CL(18:0/20:4/22:0/26:1)	LION:0047341
CL(18:0/20:4/22:1/26:0)	LION:0047342
CL(18:0/20:4/24:0/24:1)	LION:0047343
CL(18:0/20:5/22:0/26:0)	LION:0047344
CL(18:0/20:5/24:0/24:0)	LION:0047345
CL(18:0/22:0/22:0/24:5)	LION:0047346
CL(18:0/22:0/22:1/24:4)	LION:0047347
CL(18:0/22:0/22:4/24:1)	LION:0047350
CL(18:0/22:0/22:5/24:0)	LION:0047351
CL(18:0/22:1/22:1/24:3)	LION:0047352
CL(18:0/22:1/22:4/24:0)	LION:0047355
CL(18:1/18:1/24:0/26:3)	LION:0047358
CL(18:1/18:1/24:1/26:2)	LION:0047359
CL(18:1/18:1/24:2/26:1)	LION:0047360
CL(18:1/18:1/24:3/26:0)	LION:0047361
CL(18:1/18:2/24:0/26:2)	LION:0047362
CL(18:1/18:2/24:1/26:1)	LION:0047363
CL(18:1/18:2/24:2/26:0)	LION:0047364
CL(18:1/18:3/24:0/26:1)	LION:0047365
CL(18:1/18:3/24:1/26:0)	LION:0047366
CL(18:1/20:0/22:0/26:4)	LION:0047367
CL(18:1/20:0/22:1/26:3)	LION:0047368
CL(18:1/20:0/22:4/26:0)	LION:0047371
CL(18:1/20:0/24:0/24:4)	LION:0047372
CL(18:1/20:0/24:1/24:3)	LION:0047373
CL(18:1/20:0/24:2/24:2)	LION:0047374
CL(18:1/20:1/22:0/26:3)	LION:0047375
CL(18:1/20:1/22:1/26:2)	LION:0047376
CL(18:1/20:1/24:0/24:3)	LION:0047379
CL(18:1/20:1/24:1/24:2)	LION:0047380
CL(18:1/20:3/22:0/26:1)	LION:0047386
CL(18:1/20:3/22:1/26:0)	LION:0047387
CL(18:1/20:3/24:0/24:1)	LION:0047388
CL(18:1/20:4/22:0/26:0)	LION:0047389
CL(18:1/20:4/24:0/24:0)	LION:0047390
CL(18:1/22:0/22:0/24:4)	LION:0047391
CL(18:1/22:0/22:1/24:3)	LION:0047392
CL(18:1/22:0/22:4/24:0)	LION:0047395
CL(18:1/22:1/22:1/24:2)	LION:0047396
CL(18:2/18:2/24:0/26:1)	LION:0047400
CL(18:2/18:2/24:1/26:0)	LION:0047401
CL(18:2/18:3/24:0/26:0)	LION:0047402
CL(18:2/20:0/22:0/26:3)	LION:0047403
CL(18:2/20:0/22:1/26:2)	LION:0047404
CL(18:2/20:0/24:0/24:3)	LION:0047407
CL(18:2/20:0/24:1/24:2)	LION:0047408
CL(18:2/20:1/22:0/26:2)	LION:0047409
CL(18:2/20:1/22:1/26:1)	LION:0047410
CL(18:2/20:1/24:0/24:2)	LION:0047412
CL(18:2/20:1/24:1/24:1)	LION:0047413
CL(18:2/20:3/22:0/26:0)	LION:0047417
CL(18:2/20:3/24:0/24:0)	LION:0047418
CL(18:2/22:0/22:0/24:3)	LION:0047419
CL(18:2/22:0/22:1/24:2)	LION:0047420
CL(18:2/22:1/22:1/24:1)	LION:0047423
CL(18:3/20:0/22:0/26:2)	LION:0047425
CL(18:3/20:0/22:1/26:1)	LION:0047426
CL(18:3/20:0/24:0/24:2)	LION:0047428
CL(18:3/20:0/24:1/24:1)	LION:0047429
CL(18:3/20:1/22:0/26:1)	LION:0047430
CL(18:3/20:1/22:1/26:0)	LION:0047431
CL(18:3/20:1/24:0/24:1)	LION:0047432
CL(18:3/22:0/22:0/24:2)	LION:0047435
CL(18:3/22:0/22:1/24:1)	LION:0047436
CL(18:3/22:1/22:1/24:0)	LION:0047438
CL(20:0/20:0/20:0/26:5)	LION:0047439
CL(20:0/20:0/20:1/26:4)	LION:0047440
CL(20:0/20:0/20:3/26:2)	LION:0047442
CL(20:0/20:0/20:4/26:1)	LION:0047443
CL(20:0/20:0/20:5/26:0)	LION:0047444
CL(20:0/20:0/22:0/24:5)	LION:0047445
CL(20:0/20:0/22:1/24:4)	LION:0047446
CL(20:0/20:0/22:4/24:1)	LION:0047449
CL(20:0/20:0/22:5/24:0)	LION:0047450
CL(20:0/20:1/20:1/26:3)	LION:0047451
CL(20:0/20:1/20:3/26:1)	LION:0047453
CL(20:0/20:1/20:4/26:0)	LION:0047454
CL(20:0/20:1/22:0/24:4)	LION:0047455
CL(20:0/20:1/22:1/24:3)	LION:0047456
CL(20:0/20:1/22:4/24:0)	LION:0047459
CL(20:0/20:3/22:0/24:2)	LION:0047466
CL(20:0/20:3/22:1/24:1)	LION:0047467
CL(20:0/20:4/22:0/24:1)	LION:0047469
CL(20:0/20:4/22:1/24:0)	LION:0047470
CL(20:0/20:5/22:0/24:0)	LION:0047471
CL(20:0/22:0/22:0/22:5)	LION:0047472
CL(20:0/22:0/22:1/22:4)	LION:0047473
CL(20:1/20:1/20:1/26:2)	LION:0047477
CL(20:1/20:1/20:3/26:0)	LION:0047479
CL(20:1/20:1/22:0/24:3)	LION:0047480
CL(20:1/20:1/22:1/24:2)	LION:0047481
CL(20:1/20:3/22:0/24:1)	LION:0047488
CL(20:1/20:3/22:1/24:0)	LION:0047489
CL(20:1/20:4/22:0/24:0)	LION:0047490
CL(20:1/22:0/22:0/22:4)	LION:0047491
CL(20:3/22:0/22:1/22:1)	LION:0047502
CL(20:4/22:0/22:0/22:1)	LION:0047504
CL(20:5/22:0/22:0/22:0)	LION:0047505
CL(14:0/20:0/26:0/26:6)	LION:0047538
CL(14:0/20:0/26:1/26:5)	LION:0047539
CL(14:0/20:0/26:2/26:4)	LION:0047540
CL(14:0/20:0/26:3/26:3)	LION:0047541
CL(14:0/20:1/26:0/26:5)	LION:0047542
CL(14:0/20:1/26:1/26:4)	LION:0047543
CL(14:0/20:1/26:2/26:3)	LION:0047544
CL(14:0/20:3/26:0/26:3)	LION:0047548
CL(14:0/20:3/26:1/26:2)	LION:0047549
CL(14:0/20:4/26:0/26:2)	LION:0047550
CL(14:0/20:4/26:1/26:1)	LION:0047551
CL(14:0/20:5/26:0/26:1)	LION:0047552
CL(14:0/22:0/24:0/26:6)	LION:0047553
CL(14:0/22:0/24:1/26:5)	LION:0047554
CL(14:0/22:0/24:2/26:4)	LION:0047555
CL(14:0/22:0/24:3/26:3)	LION:0047556
CL(14:0/22:0/24:4/26:2)	LION:0047557
CL(14:0/22:0/24:5/26:1)	LION:0047558
CL(14:0/22:0/24:6/26:0)	LION:0047559
CL(14:0/22:1/24:0/26:5)	LION:0047560
CL(14:0/22:1/24:1/26:4)	LION:0047561
CL(14:0/22:1/24:2/26:3)	LION:0047562
CL(14:0/22:1/24:3/26:2)	LION:0047563
CL(14:0/22:1/24:4/26:1)	LION:0047564
CL(14:0/22:1/24:5/26:0)	LION:0047565
CL(14:0/22:4/24:0/26:2)	LION:0047575
CL(14:0/22:4/24:1/26:1)	LION:0047576
CL(14:0/22:4/24:2/26:0)	LION:0047577
CL(14:0/22:5/24:0/26:1)	LION:0047578
CL(14:0/22:5/24:1/26:0)	LION:0047579
CL(14:0/22:6/24:0/26:0)	LION:0047580
CL(14:0/24:0/24:0/24:6)	LION:0047581
CL(14:0/24:0/24:1/24:5)	LION:0047582
CL(14:0/24:0/24:2/24:4)	LION:0047583
CL(14:0/24:0/24:3/24:3)	LION:0047584
CL(14:0/24:1/24:1/24:4)	LION:0047585
CL(14:0/24:1/24:2/24:3)	LION:0047586
CL(14:0/24:2/24:2/24:2)	LION:0047587
CL(16:0/18:0/26:0/26:6)	LION:0047588
CL(16:0/18:0/26:1/26:5)	LION:0047589
CL(16:0/18:0/26:2/26:4)	LION:0047590
CL(16:0/18:0/26:3/26:3)	LION:0047591
CL(16:0/18:1/26:0/26:5)	LION:0047592
CL(16:0/18:1/26:1/26:4)	LION:0047593
CL(16:0/18:1/26:2/26:3)	LION:0047594
CL(16:0/18:2/26:0/26:4)	LION:0047595
CL(16:0/18:2/26:1/26:3)	LION:0047596
CL(16:0/18:2/26:2/26:2)	LION:0047597
CL(16:0/18:3/26:0/26:3)	LION:0047598
CL(16:0/18:3/26:1/26:2)	LION:0047599
CL(16:0/20:0/24:0/26:6)	LION:0047600
CL(16:0/20:0/24:1/26:5)	LION:0047601
CL(16:0/20:0/24:2/26:4)	LION:0047602
CL(16:0/20:0/24:3/26:3)	LION:0047603
CL(16:0/20:0/24:4/26:2)	LION:0047604
CL(16:0/20:0/24:5/26:1)	LION:0047605
CL(16:0/20:0/24:6/26:0)	LION:0047606
CL(16:0/20:1/24:0/26:5)	LION:0047607
CL(16:0/20:1/24:1/26:4)	LION:0047608
CL(16:0/20:1/24:2/26:3)	LION:0047609
CL(16:0/20:1/24:3/26:2)	LION:0047610
CL(16:0/20:1/24:4/26:1)	LION:0047611
CL(16:0/20:1/24:5/26:0)	LION:0047612
CL(16:0/20:3/24:0/26:3)	LION:0047618
CL(16:0/20:3/24:1/26:2)	LION:0047619
CL(16:0/20:3/24:2/26:1)	LION:0047620
CL(16:0/20:3/24:3/26:0)	LION:0047621
CL(16:0/20:4/24:0/26:2)	LION:0047622
CL(16:0/20:4/24:1/26:1)	LION:0047623
CL(16:0/20:4/24:2/26:0)	LION:0047624
CL(16:0/20:5/24:0/26:1)	LION:0047625
CL(16:0/20:5/24:1/26:0)	LION:0047626
CL(16:0/22:0/22:0/26:6)	LION:0047627
CL(16:0/22:0/22:1/26:5)	LION:0047628
CL(16:0/22:0/22:4/26:2)	LION:0047631
CL(16:0/22:0/22:5/26:1)	LION:0047632
CL(16:0/22:0/22:6/26:0)	LION:0047633
CL(16:0/22:0/24:0/24:6)	LION:0047634
CL(16:0/22:0/24:1/24:5)	LION:0047635
CL(16:0/22:0/24:2/24:4)	LION:0047636
CL(16:0/22:0/24:3/24:3)	LION:0047637
CL(16:0/22:1/22:1/26:4)	LION:0047638
CL(16:0/22:1/22:4/26:1)	LION:0047641
CL(16:0/22:1/22:5/26:0)	LION:0047642
CL(16:0/22:1/24:0/24:5)	LION:0047643
CL(16:0/22:1/24:1/24:4)	LION:0047644
CL(16:0/22:1/24:2/24:3)	LION:0047645
CL(16:0/22:4/24:0/24:2)	LION:0047655
CL(16:0/22:4/24:1/24:1)	LION:0047656
CL(16:0/22:5/24:0/24:1)	LION:0047657
CL(16:0/22:6/24:0/24:0)	LION:0047658
CL(16:1/18:0/26:0/26:5)	LION:0047659
CL(16:1/18:0/26:1/26:4)	LION:0047660
CL(16:1/18:0/26:2/26:3)	LION:0047661
CL(16:1/18:1/26:0/26:4)	LION:0047662
CL(16:1/18:1/26:1/26:3)	LION:0047663
CL(16:1/18:1/26:2/26:2)	LION:0047664
CL(16:1/18:2/26:0/26:3)	LION:0047665
CL(16:1/18:2/26:1/26:2)	LION:0047666
CL(16:1/18:3/26:0/26:2)	LION:0047667
CL(16:1/18:3/26:1/26:1)	LION:0047668
CL(16:1/20:0/24:0/26:5)	LION:0047669
CL(16:1/20:0/24:1/26:4)	LION:0047670
CL(16:1/20:0/24:2/26:3)	LION:0047671
CL(16:1/20:0/24:3/26:2)	LION:0047672
CL(16:1/20:0/24:4/26:1)	LION:0047673
CL(16:1/20:0/24:5/26:0)	LION:0047674
CL(16:1/20:1/24:0/26:4)	LION:0047675
CL(16:1/20:1/24:1/26:3)	LION:0047676
CL(16:1/20:1/24:2/26:2)	LION:0047677
CL(16:1/20:1/24:3/26:1)	LION:0047678
CL(16:1/20:1/24:4/26:0)	LION:0047679
CL(16:1/20:3/24:0/26:2)	LION:0047684
CL(16:1/20:3/24:1/26:1)	LION:0047685
CL(16:1/20:3/24:2/26:0)	LION:0047686
CL(16:1/20:4/24:0/26:1)	LION:0047687
CL(16:1/20:4/24:1/26:0)	LION:0047688
CL(16:1/20:5/24:0/26:0)	LION:0047689
CL(16:1/22:0/22:0/26:5)	LION:0047690
CL(16:1/22:0/22:1/26:4)	LION:0047691
CL(16:1/22:0/22:4/26:1)	LION:0047694
CL(16:1/22:0/22:5/26:0)	LION:0047695
CL(16:1/22:0/24:0/24:5)	LION:0047696
CL(16:1/22:0/24:1/24:4)	LION:0047697
CL(16:1/22:0/24:2/24:3)	LION:0047698
CL(16:1/22:1/22:1/26:3)	LION:0047699
CL(16:1/22:1/22:4/26:0)	LION:0047702
CL(16:1/22:1/24:0/24:4)	LION:0047703
CL(16:1/22:1/24:1/24:3)	LION:0047704
CL(16:1/22:1/24:2/24:2)	LION:0047705
CL(16:1/22:4/24:0/24:1)	LION:0047712
CL(16:1/22:5/24:0/24:0)	LION:0047713
CL(18:0/18:0/24:0/26:6)	LION:0047714
CL(18:0/18:0/24:1/26:5)	LION:0047715
CL(18:0/18:0/24:2/26:4)	LION:0047716
CL(18:0/18:0/24:3/26:3)	LION:0047717
CL(18:0/18:0/24:4/26:2)	LION:0047718
CL(18:0/18:0/24:5/26:1)	LION:0047719
CL(18:0/18:0/24:6/26:0)	LION:0047720
CL(18:0/18:1/24:0/26:5)	LION:0047721
CL(18:0/18:1/24:1/26:4)	LION:0047722
CL(18:0/18:1/24:2/26:3)	LION:0047723
CL(18:0/18:1/24:3/26:2)	LION:0047724
CL(18:0/18:1/24:4/26:1)	LION:0047725
CL(18:0/18:1/24:5/26:0)	LION:0047726
CL(18:0/18:2/24:0/26:4)	LION:0047727
CL(18:0/18:2/24:1/26:3)	LION:0047728
CL(18:0/18:2/24:2/26:2)	LION:0047729
CL(18:0/18:2/24:3/26:1)	LION:0047730
CL(18:0/18:2/24:4/26:0)	LION:0047731
CL(18:0/18:3/24:0/26:3)	LION:0047732
CL(18:0/18:3/24:1/26:2)	LION:0047733
CL(18:0/18:3/24:2/26:1)	LION:0047734
CL(18:0/18:3/24:3/26:0)	LION:0047735
CL(18:0/20:0/22:0/26:6)	LION:0047736
CL(18:0/20:0/22:1/26:5)	LION:0047737
CL(18:0/20:0/22:4/26:2)	LION:0047740
CL(18:0/20:0/22:5/26:1)	LION:0047741
CL(18:0/20:0/22:6/26:0)	LION:0047742
CL(18:0/20:0/24:0/24:6)	LION:0047743
CL(18:0/20:0/24:1/24:5)	LION:0047744
CL(18:0/20:0/24:2/24:4)	LION:0047745
CL(18:0/20:0/24:3/24:3)	LION:0047746
CL(18:0/20:1/22:0/26:5)	LION:0047747
CL(18:0/20:1/22:1/26:4)	LION:0047748
CL(18:0/20:1/22:4/26:1)	LION:0047751
CL(18:0/20:1/22:5/26:0)	LION:0047752
CL(18:0/20:1/24:0/24:5)	LION:0047753
CL(18:0/20:1/24:1/24:4)	LION:0047754
CL(18:0/20:1/24:2/24:3)	LION:0047755
CL(18:0/20:3/22:0/26:3)	LION:0047764
CL(18:0/20:3/22:1/26:2)	LION:0047765
CL(18:0/20:3/24:0/24:3)	LION:0047768
CL(18:0/20:3/24:1/24:2)	LION:0047769
CL(18:0/20:4/22:0/26:2)	LION:0047770
CL(18:0/20:4/22:1/26:1)	LION:0047771
CL(18:0/20:4/24:0/24:2)	LION:0047773
CL(18:0/20:4/24:1/24:1)	LION:0047774
CL(18:0/20:5/22:0/26:1)	LION:0047775
CL(18:0/20:5/22:1/26:0)	LION:0047776
CL(18:0/20:5/24:0/24:1)	LION:0047777
CL(18:0/22:0/22:0/24:6)	LION:0047778
CL(18:0/22:0/22:1/24:5)	LION:0047779
CL(18:0/22:0/22:4/24:2)	LION:0047782
CL(18:0/22:0/22:5/24:1)	LION:0047783
CL(18:0/22:0/22:6/24:0)	LION:0047784
CL(18:0/22:1/22:1/24:4)	LION:0047785
CL(18:0/22:1/22:4/24:1)	LION:0047788
CL(18:0/22:1/22:5/24:0)	LION:0047789
CL(18:1/18:1/24:0/26:4)	LION:0047794
CL(18:1/18:1/24:1/26:3)	LION:0047795
CL(18:1/18:1/24:2/26:2)	LION:0047796
CL(18:1/18:1/24:3/26:1)	LION:0047797
CL(18:1/18:1/24:4/26:0)	LION:0047798
CL(18:1/18:2/24:0/26:3)	LION:0047799
CL(18:1/18:2/24:1/26:2)	LION:0047800
CL(18:1/18:2/24:2/26:1)	LION:0047801
CL(18:1/18:2/24:3/26:0)	LION:0047802
CL(18:1/18:3/24:0/26:2)	LION:0047803
CL(18:1/18:3/24:1/26:1)	LION:0047804
CL(18:1/18:3/24:2/26:0)	LION:0047805
CL(18:1/20:0/22:0/26:5)	LION:0047806
CL(18:1/20:0/22:1/26:4)	LION:0047807
CL(18:1/20:0/22:4/26:1)	LION:0047810
CL(18:1/20:0/22:5/26:0)	LION:0047811
CL(18:1/20:0/24:0/24:5)	LION:0047812
CL(18:1/20:0/24:1/24:4)	LION:0047813
CL(18:1/20:0/24:2/24:3)	LION:0047814
CL(18:1/20:1/22:0/26:4)	LION:0047815
CL(18:1/20:1/22:1/26:3)	LION:0047816
CL(18:1/20:1/22:4/26:0)	LION:0047819
CL(18:1/20:1/24:0/24:4)	LION:0047820
CL(18:1/20:1/24:1/24:3)	LION:0047821
CL(18:1/20:1/24:2/24:2)	LION:0047822
CL(18:1/20:3/22:0/26:2)	LION:0047829
CL(18:1/20:3/22:1/26:1)	LION:0047830
