CE(14:0)	LION:0000000
CL(16:0/16:1/24:4/26:1)	LION:0033190
CL(16:0/16:1/24:5/26:0)	LION:0033191
CL(16:0/18:0/22:0/26:6)	LION:0033192
CL(16:0/18:0/22:1/26:5)	LION:0033193
CL(16:0/18:0/22:4/26:2)	LION:0033196
CL(16:0/18:0/22:5/26:1)	LION:0033197
CL(16:0/18:0/22:6/26:0)	LION:0033198
CL(16:0/18:0/24:0/24:6)	LION:0033199
CL(16:0/18:0/24:1/24:5)	LION:0033200
CL(16:0/18:0/24:2/24:4)	LION:0033201
CL(16:0/18:0/24:3/24:3)	LION:0033202
CL(16:0/18:1/22:0/26:5)	LION:0033203
CL(16:0/18:1/22:1/26:4)	LION:0033204
CL(16:0/18:1/22:4/26:1)	LION:0033207
CL(16:0/18:1/22:5/26:0)	LION:0033208
CL(16:0/18:1/24:0/24:5)	LION:0033209
CL(16:0/18:1/24:1/24:4)	LION:0033210
CL(16:0/18:1/24:2/24:3)	LION:0033211
CL(16:0/18:2/22:0/26:4)	LION:0033212
CL(16:0/18:2/22:1/26:3)	LION:0033213
CL(16:0/18:2/22:4/26:0)	LION:0033216
CL(16:0/18:2/24:0/24:4)	LION:0033217
CL(16:0/18:2/24:1/24:3)	LION:0033218
CL(16:0/18:2/24:2/24:2)	LION:0033219
CL(16:0/18:3/22:0/26:3)	LION:0033220
CL(16:0/18:3/22:1/26:2)	LION:0033221
CL(16:0/18:3/24:0/24:3)	LION:0033224
CL(16:0/18:3/24:1/24:2)	LION:0033225
CL(16:0/20:0/20:0/26:6)	LION:0033226
CL(16:0/20:0/20:1/26:5)	LION:0033227
CL(16:0/20:0/20:3/26:3)	LION:0033229
CL(16:0/20:0/20:4/26:2)	LION:0033230
CL(16:0/20:0/20:5/26:1)	LION:0033231
CL(16:0/20:0/22:0/24:6)	LION:0033232
CL(16:0/20:0/22:1/24:5)	LION:0033233
CL(16:0/20:0/22:4/24:2)	LION:0033236
CL(16:0/20:0/22:5/24:1)	LION:0033237
CL(16:0/20:0/22:6/24:0)	LION:0033238
CL(16:0/20:1/20:1/26:4)	LION:0033239
CL(16:0/20:1/20:3/26:2)	LION:0033241
CL(16:0/20:1/20:4/26:1)	LION:0033242
CL(16:0/20:1/20:5/26:0)	LION:0033243
CL(16:0/20:1/22:0/24:5)	LION:0033244
CL(16:0/20:1/22:1/24:4)	LION:0033245
CL(16:0/20:1/22:4/24:1)	LION:0033248
CL(16:0/20:1/22:5/24:0)	LION:0033249
CL(16:0/20:3/20:3/26:0)	LION:0033258
CL(16:0/20:3/22:0/24:3)	LION:0033259
CL(16:0/20:3/22:1/24:2)	LION:0033260
CL(16:0/20:4/22:0/24:2)	LION:0033263
CL(16:0/20:4/22:1/24:1)	LION:0033264
CL(16:0/20:5/22:0/24:1)	LION:0033266
CL(16:0/20:5/22:1/24:0)	LION:0033267
CL(16:0/22:0/22:0/22:6)	LION:0033268
CL(16:0/22:0/22:1/22:5)	LION:0033269
CL(16:0/22:1/22:1/22:4)	LION:0033272
CL(16:1/16:1/24:0/26:4)	LION:0033275
CL(16:1/16:1/24:1/26:3)	LION:0033276
CL(16:1/16:1/24:2/26:2)	LION:0033277
CL(16:1/16:1/24:3/26:1)	LION:0033278
CL(16:1/16:1/24:4/26:0)	LION:0033279
CL(16:1/18:0/22:0/26:5)	LION:0033280
CL(16:1/18:0/22:1/26:4)	LION:0033281
CL(16:1/18:0/22:4/26:1)	LION:0033284
CL(16:1/18:0/22:5/26:0)	LION:0033285
CL(16:1/18:0/24:0/24:5)	LION:0033286
CL(16:1/18:0/24:1/24:4)	LION:0033287
CL(16:1/18:0/24:2/24:3)	LION:0033288
CL(16:1/18:1/22:0/26:4)	LION:0033289
CL(16:1/18:1/22:1/26:3)	LION:0033290
CL(16:1/18:1/22:4/26:0)	LION:0033293
CL(16:1/18:1/24:0/24:4)	LION:0033294
CL(16:1/18:1/24:1/24:3)	LION:0033295
CL(16:1/18:1/24:2/24:2)	LION:0033296
CL(16:1/18:2/22:0/26:3)	LION:0033297
CL(16:1/18:2/22:1/26:2)	LION:0033298
CL(16:1/18:2/24:0/24:3)	LION:0033301
CL(16:1/18:2/24:1/24:2)	LION:0033302
CL(16:1/18:3/22:0/26:2)	LION:0033303
CL(16:1/18:3/22:1/26:1)	LION:0033304
CL(16:1/18:3/24:0/24:2)	LION:0033306
CL(16:1/18:3/24:1/24:1)	LION:0033307
CL(16:1/20:0/20:0/26:5)	LION:0033308
CL(16:1/20:0/20:1/26:4)	LION:0033309
CL(16:1/20:0/20:3/26:2)	LION:0033311
CL(16:1/20:0/20:4/26:1)	LION:0033312
CL(16:1/20:0/20:5/26:0)	LION:0033313
CL(16:1/20:0/22:0/24:5)	LION:0033314
CL(16:1/20:0/22:1/24:4)	LION:0033315
CL(16:1/20:0/22:4/24:1)	LION:0033318
CL(16:1/20:0/22:5/24:0)	LION:0033319
CL(16:1/20:1/20:1/26:3)	LION:0033320
CL(16:1/20:1/20:3/26:1)	LION:0033322
CL(16:1/20:1/20:4/26:0)	LION:0033323
CL(16:1/20:1/22:0/24:4)	LION:0033324
CL(16:1/20:1/22:1/24:3)	LION:0033325
CL(16:1/20:1/22:4/24:0)	LION:0033328
CL(16:1/20:3/22:0/24:2)	LION:0033335
CL(16:1/20:3/22:1/24:1)	LION:0033336
CL(16:1/20:4/22:0/24:1)	LION:0033338
CL(16:1/20:4/22:1/24:0)	LION:0033339
CL(16:1/20:5/22:0/24:0)	LION:0033340
CL(16:1/22:0/22:0/22:5)	LION:0033341
CL(16:1/22:0/22:1/22:4)	LION:0033342
CL(18:0/18:0/20:0/26:6)	LION:0033346
CL(18:0/18:0/20:1/26:5)	LION:0033347
CL(18:0/18:0/20:3/26:3)	LION:0033349
CL(18:0/18:0/20:4/26:2)	LION:0033350
CL(18:0/18:0/20:5/26:1)	LION:0033351
CL(18:0/18:0/22:0/24:6)	LION:0033352
CL(18:0/18:0/22:1/24:5)	LION:0033353
CL(18:0/18:0/22:4/24:2)	LION:0033356
CL(18:0/18:0/22:5/24:1)	LION:0033357
CL(18:0/18:0/22:6/24:0)	LION:0033358
CL(18:0/18:1/20:0/26:5)	LION:0033359
CL(18:0/18:1/20:1/26:4)	LION:0033360
CL(18:0/18:1/20:3/26:2)	LION:0033362
CL(18:0/18:1/20:4/26:1)	LION:0033363
CL(18:0/18:1/20:5/26:0)	LION:0033364
CL(18:0/18:1/22:0/24:5)	LION:0033365
CL(18:0/18:1/22:1/24:4)	LION:0033366
CL(18:0/18:1/22:4/24:1)	LION:0033369
CL(18:0/18:1/22:5/24:0)	LION:0033370
CL(18:0/18:2/20:0/26:4)	LION:0033371
CL(18:0/18:2/20:1/26:3)	LION:0033372
CL(18:0/18:2/20:3/26:1)	LION:0033374
CL(18:0/18:2/20:4/26:0)	LION:0033375
CL(18:0/18:2/22:0/24:4)	LION:0033376
CL(18:0/18:2/22:1/24:3)	LION:0033377
CL(18:0/18:2/22:4/24:0)	LION:0033380
CL(18:0/18:3/20:0/26:3)	LION:0033381
CL(18:0/18:3/20:1/26:2)	LION:0033382
CL(18:0/18:3/20:3/26:0)	LION:0033384
CL(18:0/18:3/22:0/24:3)	LION:0033385
CL(18:0/18:3/22:1/24:2)	LION:0033386
CL(18:0/20:0/20:0/24:6)	LION:0033389
CL(18:0/20:0/20:1/24:5)	LION:0033390
CL(18:0/20:0/20:3/24:3)	LION:0033392
CL(18:0/20:0/20:4/24:2)	LION:0033393
CL(18:0/20:0/20:5/24:1)	LION:0033394
CL(18:0/20:0/22:0/22:6)	LION:0033395
CL(18:0/20:0/22:1/22:5)	LION:0033396
CL(18:0/20:1/20:1/24:4)	LION:0033399
CL(18:0/20:1/20:3/24:2)	LION:0033401
CL(18:0/20:1/20:4/24:1)	LION:0033402
CL(18:0/20:1/20:5/24:0)	LION:0033403
CL(18:0/20:1/22:0/22:5)	LION:0033404
CL(18:0/20:1/22:1/22:4)	LION:0033405
CL(18:0/20:3/20:3/24:0)	LION:0033413
CL(18:0/20:4/22:1/22:1)	LION:0033417
CL(18:0/20:5/22:0/22:1)	LION:0033418
CL(18:1/18:1/20:0/26:4)	LION:0033419
CL(18:1/18:1/20:1/26:3)	LION:0033420
CL(18:1/18:1/20:3/26:1)	LION:0033422
CL(18:1/18:1/20:4/26:0)	LION:0033423
CL(18:1/18:1/22:0/24:4)	LION:0033424
CL(18:1/18:1/22:1/24:3)	LION:0033425
CL(18:1/18:1/22:4/24:0)	LION:0033428
CL(18:1/18:2/20:0/26:3)	LION:0033429
CL(18:1/18:2/20:1/26:2)	LION:0033430
CL(18:1/18:2/20:3/26:0)	LION:0033432
CL(18:1/18:2/22:0/24:3)	LION:0033433
CL(18:1/18:2/22:1/24:2)	LION:0033434
CL(18:1/18:3/20:0/26:2)	LION:0033437
CL(18:1/18:3/20:1/26:1)	LION:0033438
CL(18:1/18:3/22:0/24:2)	LION:0033440
CL(18:1/18:3/22:1/24:1)	LION:0033441
CL(18:1/20:0/20:0/24:5)	LION:0033443
CL(18:1/20:0/20:1/24:4)	LION:0033444
CL(18:1/20:0/20:3/24:2)	LION:0033446
CL(18:1/20:0/20:4/24:1)	LION:0033447
CL(18:1/20:0/20:5/24:0)	LION:0033448
CL(18:1/20:0/22:0/22:5)	LION:0033449
CL(18:1/20:0/22:1/22:4)	LION:0033450
CL(18:1/20:1/20:1/24:3)	LION:0033452
CL(18:1/20:1/20:3/24:1)	LION:0033454
CL(18:1/20:1/20:4/24:0)	LION:0033455
CL(18:1/20:1/22:0/22:4)	LION:0033456
CL(18:1/20:3/22:1/22:1)	LION:0033464
CL(18:1/20:4/22:0/22:1)	LION:0033465
CL(18:1/20:5/22:0/22:0)	LION:0033466
CL(18:2/18:2/20:0/26:2)	LION:0033467
CL(18:2/18:2/20:1/26:1)	LION:0033468
CL(18:2/18:2/22:0/24:2)	LION:0033470
CL(18:2/18:2/22:1/24:1)	LION:0033471
CL(18:2/18:3/20:0/26:1)	LION:0033473
CL(18:2/18:3/20:1/26:0)	LION:0033474
CL(18:2/18:3/22:0/24:1)	LION:0033475
CL(18:2/18:3/22:1/24:0)	LION:0033476
CL(18:2/20:0/20:0/24:4)	LION:0033477
CL(18:2/20:0/20:1/24:3)	LION:0033478
CL(18:2/20:0/20:3/24:1)	LION:0033480
CL(18:2/20:0/20:4/24:0)	LION:0033481
CL(18:2/20:0/22:0/22:4)	LION:0033482
CL(18:2/20:1/20:1/24:2)	LION:0033485
CL(18:2/20:1/20:3/24:0)	LION:0033487
CL(18:2/20:3/22:0/22:1)	LION:0033493
CL(18:2/20:4/22:0/22:0)	LION:0033494
CL(18:3/18:3/20:0/26:0)	LION:0033495
CL(18:3/18:3/22:0/24:0)	LION:0033496
CL(18:3/20:0/20:0/24:3)	LION:0033497
CL(18:3/20:0/20:1/24:2)	LION:0033498
CL(18:3/20:0/20:3/24:0)	LION:0033500
CL(18:3/20:1/20:1/24:1)	LION:0033503
CL(18:3/20:1/22:1/22:1)	LION:0033506
CL(18:3/20:3/22:0/22:0)	LION:0033508
CL(20:0/20:0/20:0/22:6)	LION:0033510
CL(20:0/20:0/20:1/22:5)	LION:0033511
CL(20:0/20:0/20:5/22:1)	LION:0033515
CL(20:0/20:1/20:1/22:4)	LION:0033516
CL(20:0/20:1/20:4/22:1)	LION:0033519
CL(20:0/20:1/20:5/22:0)	LION:0033520
CL(20:0/20:3/20:3/22:0)	LION:0033524
CL(20:1/20:1/20:3/22:1)	LION:0033527
CL(20:1/20:1/20:4/22:0)	LION:0033528
CL(14:0/16:0/26:1/26:6)	LION:0033612
CL(14:0/16:0/26:2/26:5)	LION:0033613
CL(14:0/16:0/26:3/26:4)	LION:0033614
CL(14:0/16:1/26:0/26:6)	LION:0033615
CL(14:0/16:1/26:1/26:5)	LION:0033616
CL(14:0/16:1/26:2/26:4)	LION:0033617
CL(14:0/16:1/26:3/26:3)	LION:0033618
CL(14:0/18:0/24:1/26:6)	LION:0033619
CL(14:0/18:0/24:2/26:5)	LION:0033620
CL(14:0/18:0/24:3/26:4)	LION:0033621
CL(14:0/18:0/24:4/26:3)	LION:0033622
CL(14:0/18:0/24:5/26:2)	LION:0033623
CL(14:0/18:0/24:6/26:1)	LION:0033624
CL(14:0/18:1/24:0/26:6)	LION:0033625
CL(14:0/18:1/24:1/26:5)	LION:0033626
CL(14:0/18:1/24:2/26:4)	LION:0033627
CL(14:0/18:1/24:3/26:3)	LION:0033628
CL(14:0/18:1/24:4/26:2)	LION:0033629
CL(14:0/18:1/24:5/26:1)	LION:0033630
CL(14:0/18:1/24:6/26:0)	LION:0033631
CL(14:0/18:2/24:0/26:5)	LION:0033632
CL(14:0/18:2/24:1/26:4)	LION:0033633
CL(14:0/18:2/24:2/26:3)	LION:0033634
CL(14:0/18:2/24:3/26:2)	LION:0033635
CL(14:0/18:2/24:4/26:1)	LION:0033636
CL(14:0/18:2/24:5/26:0)	LION:0033637
CL(14:0/18:3/24:0/26:4)	LION:0033638
CL(14:0/18:3/24:1/26:3)	LION:0033639
CL(14:0/18:3/24:2/26:2)	LION:0033640
CL(14:0/18:3/24:3/26:1)	LION:0033641
CL(14:0/18:3/24:4/26:0)	LION:0033642
CL(14:0/20:0/22:1/26:6)	LION:0033643
CL(14:0/20:0/22:4/26:3)	LION:0033646
CL(14:0/20:0/22:5/26:2)	LION:0033647
CL(14:0/20:0/22:6/26:1)	LION:0033648
CL(14:0/20:0/24:1/24:6)	LION:0033649
CL(14:0/20:0/24:2/24:5)	LION:0033650
CL(14:0/20:0/24:3/24:4)	LION:0033651
CL(14:0/20:1/22:0/26:6)	LION:0033652
CL(14:0/20:1/22:1/26:5)	LION:0033653
CL(14:0/20:1/22:4/26:2)	LION:0033656
CL(14:0/20:1/22:5/26:1)	LION:0033657
CL(14:0/20:1/22:6/26:0)	LION:0033658
CL(14:0/20:1/24:0/24:6)	LION:0033659
CL(14:0/20:1/24:1/24:5)	LION:0033660
CL(14:0/20:1/24:2/24:4)	LION:0033661
CL(14:0/20:1/24:3/24:3)	LION:0033662
CL(14:0/20:3/22:0/26:4)	LION:0033672
CL(14:0/20:3/22:1/26:3)	LION:0033673
CL(14:0/20:3/22:4/26:0)	LION:0033676
CL(14:0/20:3/24:0/24:4)	LION:0033677
CL(14:0/20:3/24:1/24:3)	LION:0033678
CL(14:0/20:3/24:2/24:2)	LION:0033679
CL(14:0/20:4/22:0/26:3)	LION:0033680
CL(14:0/20:4/22:1/26:2)	LION:0033681
CL(14:0/20:4/24:0/24:3)	LION:0033684
CL(14:0/20:4/24:1/24:2)	LION:0033685
CL(14:0/20:5/22:0/26:2)	LION:0033686
CL(14:0/20:5/22:1/26:1)	LION:0033687
CL(14:0/20:5/24:0/24:2)	LION:0033689
CL(14:0/20:5/24:1/24:1)	LION:0033690
CL(14:0/22:0/22:1/24:6)	LION:0033691
CL(14:0/22:0/22:4/24:3)	LION:0033694
CL(14:0/22:0/22:5/24:2)	LION:0033695
CL(14:0/22:0/22:6/24:1)	LION:0033696
CL(14:0/22:1/22:1/24:5)	LION:0033697
CL(14:0/22:1/22:4/24:2)	LION:0033700
CL(14:0/22:1/22:5/24:1)	LION:0033701
CL(14:0/22:1/22:6/24:0)	LION:0033702
CL(16:0/16:0/24:1/26:6)	LION:0033709
CL(16:0/16:0/24:2/26:5)	LION:0033710
CL(16:0/16:0/24:3/26:4)	LION:0033711
CL(16:0/16:0/24:4/26:3)	LION:0033712
CL(16:0/16:0/24:5/26:2)	LION:0033713
CL(16:0/16:0/24:6/26:1)	LION:0033714
CL(16:0/16:1/24:0/26:6)	LION:0033715
CL(16:0/16:1/24:1/26:5)	LION:0033716
CL(16:0/16:1/24:2/26:4)	LION:0033717
CL(16:0/16:1/24:3/26:3)	LION:0033718
CL(16:0/16:1/24:4/26:2)	LION:0033719
CL(16:0/16:1/24:5/26:1)	LION:0033720
CL(16:0/16:1/24:6/26:0)	LION:0033721
CL(16:0/18:0/22:1/26:6)	LION:0033722
CL(16:0/18:0/22:4/26:3)	LION:0033725
CL(16:0/18:0/22:5/26:2)	LION:0033726
CL(16:0/18:0/22:6/26:1)	LION:0033727
CL(16:0/18:0/24:1/24:6)	LION:0033728
CL(16:0/18:0/24:2/24:5)	LION:0033729
CL(16:0/18:0/24:3/24:4)	LION:0033730
CL(16:0/18:1/22:0/26:6)	LION:0033731
CL(16:0/18:1/22:1/26:5)	LION:0033732
CL(16:0/18:1/22:4/26:2)	LION:0033735
CL(16:0/18:1/22:5/26:1)	LION:0033736
CL(16:0/18:1/22:6/26:0)	LION:0033737
CL(16:0/18:1/24:0/24:6)	LION:0033738
CL(16:0/18:1/24:1/24:5)	LION:0033739
CL(16:0/18:1/24:2/24:4)	LION:0033740
CL(16:0/18:1/24:3/24:3)	LION:0033741
CL(16:0/18:2/22:0/26:5)	LION:0033742
CL(16:0/18:2/22:1/26:4)	LION:0033743
CL(16:0/18:2/22:4/26:1)	LION:0033746
CL(16:0/18:2/22:5/26:0)	LION:0033747
CL(16:0/18:2/24:0/24:5)	LION:0033748
CL(16:0/18:2/24:1/24:4)	LION:0033749
CL(16:0/18:2/24:2/24:3)	LION:0033750
CL(16:0/18:3/22:0/26:4)	LION:0033751
CL(16:0/18:3/22:1/26:3)	LION:0033752
CL(16:0/18:3/22:4/26:0)	LION:0033755
CL(16:0/18:3/24:0/24:4)	LION:0033756
CL(16:0/18:3/24:1/24:3)	LION:0033757
CL(16:0/18:3/24:2/24:2)	LION:0033758
CL(16:0/20:0/20:1/26:6)	LION:0033759
CL(16:0/20:0/20:3/26:4)	LION:0033761
CL(16:0/20:0/20:4/26:3)	LION:0033762
CL(16:0/20:0/20:5/26:2)	LION:0033763
CL(16:0/20:0/22:1/24:6)	LION:0033764
CL(16:0/20:0/22:4/24:3)	LION:0033767
CL(16:0/20:0/22:5/24:2)	LION:0033768
CL(16:0/20:0/22:6/24:1)	LION:0033769
CL(16:0/20:1/20:1/26:5)	LION:0033770
CL(16:0/20:1/20:3/26:3)	LION:0033772
CL(16:0/20:1/20:4/26:2)	LION:0033773
CL(16:0/20:1/20:5/26:1)	LION:0033774
CL(16:0/20:1/22:0/24:6)	LION:0033775
CL(16:0/20:1/22:1/24:5)	LION:0033776
CL(16:0/20:1/22:4/24:2)	LION:0033779
CL(16:0/20:1/22:5/24:1)	LION:0033780
CL(16:0/20:1/22:6/24:0)	LION:0033781
CL(16:0/20:3/20:3/26:1)	LION:0033792
CL(16:0/20:3/20:4/26:0)	LION:0033793
CL(16:0/20:3/22:0/24:4)	LION:0033794
CL(16:0/20:3/22:1/24:3)	LION:0033795
CL(16:0/20:3/22:4/24:0)	LION:0033798
CL(16:0/20:4/22:0/24:3)	LION:0033799
CL(16:0/20:4/22:1/24:2)	LION:0033800
CL(16:0/20:5/22:0/24:2)	LION:0033803
CL(16:0/20:5/22:1/24:1)	LION:0033804
CL(16:0/22:0/22:1/22:6)	LION:0033806
CL(16:0/22:1/22:1/22:5)	LION:0033809
CL(16:1/16:1/24:0/26:5)	LION:0033813
CL(16:1/16:1/24:1/26:4)	LION:0033814
CL(16:1/16:1/24:2/26:3)	LION:0033815
CL(16:1/16:1/24:3/26:2)	LION:0033816
CL(16:1/16:1/24:4/26:1)	LION:0033817
CL(16:1/16:1/24:5/26:0)	LION:0033818
CL(16:1/18:0/22:0/26:6)	LION:0033819
CL(16:1/18:0/22:1/26:5)	LION:0033820
CL(16:1/18:0/22:4/26:2)	LION:0033823
CL(16:1/18:0/22:5/26:1)	LION:0033824
CL(16:1/18:0/22:6/26:0)	LION:0033825
CL(16:1/18:0/24:0/24:6)	LION:0033826
CL(16:1/18:0/24:1/24:5)	LION:0033827
CL(16:1/18:0/24:2/24:4)	LION:0033828
CL(16:1/18:0/24:3/24:3)	LION:0033829
CL(16:1/18:1/22:0/26:5)	LION:0033830
CL(16:1/18:1/22:1/26:4)	LION:0033831
CL(16:1/18:1/22:4/26:1)	LION:0033834
CL(16:1/18:1/22:5/26:0)	LION:0033835
CL(16:1/18:1/24:0/24:5)	LION:0033836
CL(16:1/18:1/24:1/24:4)	LION:0033837
CL(16:1/18:1/24:2/24:3)	LION:0033838
CL(16:1/18:2/22:0/26:4)	LION:0033839
CL(16:1/18:2/22:1/26:3)	LION:0033840
CL(16:1/18:2/22:4/26:0)	LION:0033843
CL(16:1/18:2/24:0/24:4)	LION:0033844
CL(16:1/18:2/24:1/24:3)	LION:0033845
CL(16:1/18:2/24:2/24:2)	LION:0033846
CL(16:1/18:3/22:0/26:3)	LION:0033847
CL(16:1/18:3/22:1/26:2)	LION:0033848
CL(16:1/18:3/24:0/24:3)	LION:0033851
CL(16:1/18:3/24:1/24:2)	LION:0033852
CL(16:1/20:0/20:0/26:6)	LION:0033853
CL(16:1/20:0/20:1/26:5)	LION:0033854
CL(16:1/20:0/20:3/26:3)	LION:0033856
CL(16:1/20:0/20:4/26:2)	LION:0033857
CL(16:1/20:0/20:5/26:1)	LION:0033858
CL(16:1/20:0/22:0/24:6)	LION:0033859
CL(16:1/20:0/22:1/24:5)	LION:0033860
CL(16:1/20:0/22:4/24:2)	LION:0033863
CL(16:1/20:0/22:5/24:1)	LION:0033864
CL(16:1/20:0/22:6/24:0)	LION:0033865
CL(16:1/20:1/20:1/26:4)	LION:0033866
CL(16:1/20:1/20:3/26:2)	LION:0033868
CL(16:1/20:1/20:4/26:1)	LION:0033869
CL(16:1/20:1/20:5/26:0)	LION:0033870
CL(16:1/20:1/22:0/24:5)	LION:0033871
CL(16:1/20:1/22:1/24:4)	LION:0033872
CL(16:1/20:1/22:4/24:1)	LION:0033875
CL(16:1/20:1/22:5/24:0)	LION:0033876
CL(16:1/20:3/20:3/26:0)	LION:0033885
CL(16:1/20:3/22:0/24:3)	LION:0033886
CL(16:1/20:3/22:1/24:2)	LION:0033887
CL(16:1/20:4/22:0/24:2)	LION:0033890
CL(16:1/20:4/22:1/24:1)	LION:0033891
CL(16:1/20:5/22:0/24:1)	LION:0033893
CL(16:1/20:5/22:1/24:0)	LION:0033894
CL(16:1/22:0/22:0/22:6)	LION:0033895
CL(16:1/22:0/22:1/22:5)	LION:0033896
CL(16:1/22:1/22:1/22:4)	LION:0033899
CL(18:0/18:0/20:1/26:6)	LION:0033902
CL(18:0/18:0/20:3/26:4)	LION:0033904
CL(18:0/18:0/20:4/26:3)	LION:0033905
CL(18:0/18:0/20:5/26:2)	LION:0033906
CL(18:0/18:0/22:1/24:6)	LION:0033907
CL(18:0/18:0/22:4/24:3)	LION:0033910
CL(18:0/18:0/22:5/24:2)	LION:0033911
CL(18:0/18:0/22:6/24:1)	LION:0033912
CL(18:0/18:1/20:0/26:6)	LION:0033913
CL(18:0/18:1/20:1/26:5)	LION:0033914
CL(18:0/18:1/20:3/26:3)	LION:0033916
CL(18:0/18:1/20:4/26:2)	LION:0033917
CL(18:0/18:1/20:5/26:1)	LION:0033918
CL(18:0/18:1/22:0/24:6)	LION:0033919
CL(18:0/18:1/22:1/24:5)	LION:0033920
CL(18:0/18:1/22:4/24:2)	LION:0033923
CL(18:0/18:1/22:5/24:1)	LION:0033924
CL(18:0/18:1/22:6/24:0)	LION:0033925
CL(18:0/18:2/20:0/26:5)	LION:0033926
CL(18:0/18:2/20:1/26:4)	LION:0033927
CL(18:0/18:2/20:3/26:2)	LION:0033929
CL(18:0/18:2/20:4/26:1)	LION:0033930
CL(18:0/18:2/20:5/26:0)	LION:0033931
CL(18:0/18:2/22:0/24:5)	LION:0033932
CL(18:0/18:2/22:1/24:4)	LION:0033933
CL(18:0/18:2/22:4/24:1)	LION:0033936
CL(18:0/18:2/22:5/24:0)	LION:0033937
CL(18:0/18:3/20:0/26:4)	LION:0033938
CL(18:0/18:3/20:1/26:3)	LION:0033939
CL(18:0/18:3/20:3/26:1)	LION:0033941
CL(18:0/18:3/20:4/26:0)	LION:0033942
CL(18:0/18:3/22:0/24:4)	LION:0033943
CL(18:0/18:3/22:1/24:3)	LION:0033944
CL(18:0/18:3/22:4/24:0)	LION:0033947
CL(18:0/20:0/20:1/24:6)	LION:0033948
CL(18:0/20:0/20:3/24:4)	LION:0033950
CL(18:0/20:0/20:4/24:3)	LION:0033951
CL(18:0/20:0/20:5/24:2)	LION:0033952
CL(18:0/20:0/22:1/22:6)	LION:0033953
CL(18:0/20:1/20:1/24:5)	LION:0033956
CL(18:0/20:1/20:3/24:3)	LION:0033958
CL(18:0/20:1/20:4/24:2)	LION:0033959
CL(18:0/20:1/20:5/24:1)	LION:0033960
CL(18:0/20:1/22:0/22:6)	LION:0033961
CL(18:0/20:1/22:1/22:5)	LION:0033962
CL(18:0/20:3/20:3/24:1)	LION:0033972
CL(18:0/20:3/20:4/24:0)	LION:0033973
CL(18:0/20:3/22:0/22:4)	LION:0033974
CL(18:0/20:5/22:1/22:1)	LION:0033980
CL(18:1/18:1/20:0/26:5)	LION:0033981
CL(18:1/18:1/20:1/26:4)	LION:0033982
CL(18:1/18:1/20:3/26:2)	LION:0033984
CL(18:1/18:1/20:4/26:1)	LION:0033985
CL(18:1/18:1/20:5/26:0)	LION:0033986
CL(18:1/18:1/22:0/24:5)	LION:0033987
CL(18:1/18:1/22:1/24:4)	LION:0033988
CL(18:1/18:1/22:4/24:1)	LION:0033991
CL(18:1/18:1/22:5/24:0)	LION:0033992
CL(18:1/18:2/20:0/26:4)	LION:0033993
CL(18:1/18:2/20:1/26:3)	LION:0033994
CL(18:1/18:2/20:3/26:1)	LION:0033996
CL(18:1/18:2/20:4/26:0)	LION:0033997
CL(18:1/18:2/22:0/24:4)	LION:0033998
CL(18:1/18:2/22:1/24:3)	LION:0033999
CL(18:1/18:2/22:4/24:0)	LION:0034002
CL(18:1/18:3/20:0/26:3)	LION:0034003
CL(18:1/18:3/20:1/26:2)	LION:0034004
CL(18:1/18:3/20:3/26:0)	LION:0034006
CL(18:1/18:3/22:0/24:3)	LION:0034007
CL(18:1/18:3/22:1/24:2)	LION:0034008
CL(18:1/20:0/20:0/24:6)	LION:0034011
CL(18:1/20:0/20:1/24:5)	LION:0034012
CL(18:1/20:0/20:3/24:3)	LION:0034014
CL(18:1/20:0/20:4/24:2)	LION:0034015
CL(18:1/20:0/20:5/24:1)	LION:0034016
CL(18:1/20:0/22:0/22:6)	LION:0034017
CL(18:1/20:0/22:1/22:5)	LION:0034018
CL(18:1/20:1/20:1/24:4)	LION:0034021
CL(18:1/20:1/20:3/24:2)	LION:0034023
CL(18:1/20:1/20:4/24:1)	LION:0034024
CL(18:1/20:1/20:5/24:0)	LION:0034025
CL(18:1/20:1/22:0/22:5)	LION:0034026
CL(18:1/20:1/22:1/22:4)	LION:0034027
CL(18:1/20:3/20:3/24:0)	LION:0034035
CL(18:1/20:4/22:1/22:1)	LION:0034039
CL(18:1/20:5/22:0/22:1)	LION:0034040
CL(18:2/18:2/20:0/26:3)	LION:0034041
CL(18:2/18:2/20:1/26:2)	LION:0034042
CL(18:2/18:2/20:3/26:0)	LION:0034044
CL(18:2/18:2/22:0/24:3)	LION:0034045
CL(18:2/18:2/22:1/24:2)	LION:0034046
CL(18:2/18:3/20:0/26:2)	LION:0034049
CL(18:2/18:3/20:1/26:1)	LION:0034050
CL(18:2/18:3/22:0/24:2)	LION:0034052
CL(18:2/18:3/22:1/24:1)	LION:0034053
CL(18:2/20:0/20:0/24:5)	LION:0034055
CL(18:2/20:0/20:1/24:4)	LION:0034056
CL(18:2/20:0/20:3/24:2)	LION:0034058
CL(18:2/20:0/20:4/24:1)	LION:0034059
CL(18:2/20:0/20:5/24:0)	LION:0034060
CL(18:2/20:0/22:0/22:5)	LION:0034061
CL(18:2/20:0/22:1/22:4)	LION:0034062
CL(18:2/20:1/20:1/24:3)	LION:0034064
